Date,Country,new_cases,new_cases_per_cap,new_cases_mean,mean_cases_per_cap,rate
2020-03-08,Czech Republic,12,0.11205546895120376,4,0.020676902008850924,833.3333333333335
2020-03-09,Czech Republic,0,0,4,0.020676902008850924,833.3333333333335
2020-03-10,Czech Republic,10,0.09337955745933647,5.142857142857143,0.02734687039880353,620
2020-03-11,Czech Republic,50,0.46689778729668235,11.857142857142858,0.06069671234856656,937.5000000000001
2020-03-12,Czech Republic,3,0.02801386723780094,11.714285714285714,0.06269770286555233,583.3333333333334
2020-03-13,Czech Republic,47,0.43888392005888144,17.571428571428573,0.09404655429832957,583.3333333333334
2020-03-14,Czech Republic,48,0.44822187580481504,24.285714285714285,0.1260624025701021,794.736842105263
2020-03-15,Czech Republic,64,0.5976291677397534,31.714285714285715,0.16674920974881297,692.8571428571429
2020-03-16,Czech Republic,45,0.4202080085670141,38.142857142857146,0.1967640675035997,853.5714285714287
2020-03-17,Czech Republic,98,0.9151196631014974,50.714285714285715,0.2607957640471447,886.111111111111
2020-03-18,Czech Republic,68,0.634980990723488,53.285714285714285,0.30415055858183665,349.3975903614458
2020-03-19,Czech Republic,230,2.147729821564739,85.71428571428571,0.4548918441947655,631.7073170731708
2020-03-20,Czech Republic,139,1.297975848684777,98.85714285714286,0.5436024237811352,462.6016260162602
2020-03-21,Czech Republic,162,1.512748830841251,115.14285714285714,0.6509889148593722,374.1176470588236
2020-03-22,Czech Republic,125,1.1672444682417058,123.85714285714286,0.7263595576658366,290.5405405405405
2020-03-23,Czech Republic,116,1.083202866528303,134,0.8037311909892867,251.31086142322096
2020-03-24,Czech Republic,158,1.4753970078575163,142.57142857142858,0.9024467231605853,181.1267605633803
2020-03-25,Czech Republic,260,2.427868493942748,170,1.04251605934959,219.0348525469169
2020-03-26,Czech Republic,271,2.530586007148018,175.85714285714286,1.2212712122003198,105.16666666666669
2020-03-27,Czech Republic,354,3.305636334060511,206.57142857142858,1.4260392417718648,108.95953757225435
2020-03-28,Czech Republic,352,3.2869604225686437,233.71428571428572,1.628806280826424,102.97766749379655
2020-03-29,Czech Republic,186,1.7368597687436584,242.42857142857142,1.7101798951838456,95.73241061130332
2020-03-30,Czech Republic,184,1.7181838572517911,252.14285714285714,1.802892455804187,88.16631130063965
2020-03-31,Czech Republic,307,2.86675241400163,273.42857142857144,1.9422947951541965,91.78356713426854
2020-04-01,Czech Republic,200,1.8675911491867294,264.85714285714283,2.030338377901571,55.79831932773107
2020-04-02,Czech Republic,350,3.2682845110767764,276.14285714285717,2.110377998581002,57.026807473598716
2020-04-03,Czech Republic,233,2.1757436888025397,258.85714285714283,2.1730757014465563,25.311203319502056
2020-04-04,Czech Republic,381,3.5577611392007196,263,2.319148009186519,12.530562347188258
2020-04-05,Czech Republic,115,1.0738649107823695,252.85714285714286,2.312478040796566,4.301708898055399
2020-04-06,Czech Republic,235,2.194419600294407,260.14285714285717,2.3918506646370017,3.172804532577915
2020-04-07,Czech Republic,195,1.8209013704570611,244.14285714285714,2.4165295476798265,-10.710553814002097
2020-04-08,Czech Republic,295,2.754696945050426,257.7142857142857,2.439874437044661,-2.696871628910452
2020-04-09,Czech Republic,257,2.3998546267049474,244.42857142857142,2.430536481298727,-11.484738748060023
2020-04-10,Czech Republic,163,1.5220867865871845,234.42857142857142,2.3031400850506323,-9.437086092715228
2020-04-11,Czech Republic,99,0.924457618847431,194.14285714285714,2.1343898847848313,-26.181423139598046
2020-04-12,Czech Republic,160,1.4940729193493836,200.57142857142858,2.1170479669709548,-20.67796610169491
2020-04-13,Czech Republic,68,0.634980990723488,176.71428571428572,2.0396763336475043,-32.07029104887425
2020-04-14,Czech Republic,52,0.48557369878854967,156.28571428571428,1.869592139703713,-35.98595669982446
2020-04-15,Czech Republic,105,0.980485353323033,129.14285714285714,1.8062274399991634,-49.889135254988915
2020-04-16,Czech Republic,217,2.0263363968676016,123.42857142857143,1.7175168604127935,-49.50321449444769
2020-04-17,Czech Republic,116,1.083202866528303,116.71428571428571,1.6394782302503483,-50.2132845825716
2020-04-18,Czech Republic,57,0.5322634775182179,110.71428571428571,1.4233712544158836,-42.97277409860192
2020-04-19,Czech Republic,140,1.3073138044307107,107.85714285714286,1.4400461753907654,-46.225071225071225
2020-04-20,Czech Republic,154,1.4380451848737816,120.14285714285714,1.3860194314321492,-32.01293451899758
2020-04-21,Czech Republic,133,1.241948114209175,131.71428571428572,1.344665627414443,-15.722120658135275
2020-04-22,Czech Republic,99,0.924457618847431,130.85714285714286,1.2139342469713719,1.3274336283185904
2020-04-23,Czech Republic,55,0.5135875660263506,107.71428571428571,1.0792008854943294,-12.731481481481488
2020-04-24,Czech Republic,86,0.8030641941502936,103.42857142857143,1.0278421288916941,-11.383108935128513
2020-04-25,Czech Republic,79,0.7376985039287581,106.57142857142857,1.0145021921117892,-3.7419354838709644
2020-04-26,Czech Republic,52,0.48557369878854967,94,0.942466533500301,-12.847682119205302
2020-04-27,Czech Republic,41,0.38285618558327955,77.85714285714286,0.9244576188474288,-35.1961950059453
2020-04-28,Czech Republic,59,0.5509393890100852,67.28571428571429,0.9291265967203957,-48.915401301518436
2020-04-29,Czech Republic,75,0.7003466809450235,63.857142857142854,0.9091166915505379,-51.200873362445414
2020-04-30,Czech Republic,103,0.9618094418311657,70.71428571428571,0.8330790519050781,-34.350132625994696
2020-05-01,Czech Republic,55,0.5135875660263506,66.28571428571429,0.7923922447263673,-35.911602209944746
2020-05-02,Czech Republic,18,0.16808320342680566,57.57142857142857,0.7663793680055521,-45.978552278820374
2020-05-03,Czech Republic,26,0.24278684939427483,53.857142857142854,0.6903417283600924,-42.705167173252285
2020-05-04,Czech Republic,38,0.3548423183454786,53.42857142857143,0.6129700950366422,-31.376146788990827
2020-05-05,Czech Republic,77,0.7190225924368908,56,0.5756182720529076,-16.772823779193214
2020-05-06,Czech Republic,78,0.7283605481828245,56.42857142857143,0.5616113384340071,-11.633109619686794
2020-05-07,Czech Republic,57,0.5322634775182179,49.857142857142854,0.5629453321119976,-29.49494949494949
2020-05-08,Czech Republic,46,0.4295459643129478,48.57142857142857,0.5362654585521872,-26.72413793103449
2020-05-09,Czech Republic,18,0.16808320342680566,48.57142857142857,0.4955786513734763,-15.632754342431763
2020-05-10,Czech Republic,28,0.2614627608861421,48.857142857142854,0.4795707272375901,-9.283819628647215
2020-05-11,Czech Republic,53,0.49491165453448327,51,0.48757468930553316,-4.545454545454549
2020-05-12,Czech Republic,45,0.4202080085670141,46.42857142857143,0.47823673355959956,-17.091836734693874
2020-05-13,Czech Republic,48,0.44822187580481504,42.142857142857146,0.46022781890672754,-25.316455696202528
2020-05-14,Czech Republic,82,0.7657123711665591,45.714285714285715,0.44622088528782705,-8.309455587392543
2020-05-15,Czech Republic,55,0.5135875660263506,47,0.44622088528782705,-3.235294117647055
2020-05-16,Czech Republic,49,0.4575598315507487,51.42857142857143,0.46689778729668013,5.882352941176479
2020-05-17,Czech Republic,20,0.18675911491867295,50.285714285714285,0.4628958062627086,2.923976608187139
2020-05-18,Czech Republic,111,1.0365130877986348,58.57142857142857,0.5115865755093626,14.845938375350135
2020-05-19,Czech Republic,61,0.5696153005019525,60.857142857142854,0.5009146260854384,31.076923076923066
2020-05-20,Czech Republic,74,0.6910087251990898,64.57142857142857,0.49824663872945735,53.22033898305083
2020-05-21,Czech Republic,33,0.30815253961581035,57.57142857142857,0.48223871459357115,25.93749999999999
2020-05-22,Czech Republic,59,0.5509393890100852,58.142857142857146,0.4909096735005095,23.7082066869301
2020-05-23,Czech Republic,77,0.7190225924368908,62.142857142857146,0.5302624870012299,20.833333333333336
2020-05-24,Czech Republic,65,0.606967123485687,68.57142857142857,0.5549413700440545,36.36363636363636
2020-05-25,Czech Republic,47,0.43888392005888144,59.42857142857143,0.550939389010083,1.4634146341463485
2020-05-26,Czech Republic,48,0.44822187580481504,57.57142857142857,0.5529403795270688,-5.399061032863848
2020-05-27,Czech Republic,36,0.3361664068536113,52.142857142857146,0.5449364174591256,-19.24778761061946
2020-05-28,Czech Republic,54,0.5042496102804169,55.142857142857146,0.5262605059672583,-4.218362282878403
2020-05-29,Czech Republic,56,0.5229255217722842,54.714285714285715,0.5269275028062536,-5.8968058968059
2020-05-30,Czech Republic,34,0.317490495361744,48.57142857142857,0.5169225502213247,-21.83908045977012
2020-05-31,Czech Republic,38,0.3548423183454786,44.714285714285715,0.5289284933232393,-34.791666666666664
2020-06-01,Czech Republic,34,0.317490495361744,42.857142857142854,0.4775697367206043,-27.88461538461539
2020-06-02,Czech Republic,62,0.5789532562478861,44.857142857142854,0.47823673355959956,-22.08436724565757
2020-06-03,Czech Republic,74,0.6910087251990898,50.285714285714285,0.47823673355959956,-3.561643835616446
2020-06-04,Czech Republic,56,0.5229255217722842,50.57142857142857,0.4935776608564906,-8.290155440414518
2020-06-05,Czech Republic,35,0.32682845110767766,47.57142857142857,0.4775697367206043,-13.05483028720627
2020-06-06,Czech Republic,38,0.3548423183454786,48.142857142857146,0.4515568599997891,-0.8823529411764601
2020-06-07,Czech Republic,61,0.5696153005019525,51.42857142857143,0.4488888726438081,15.01597444089457
2020-06-08,Czech Republic,69,0.6443189464694217,56.42857142857143,0.46356280310170384,31.66666666666668
2020-06-09,Czech Republic,54,0.5042496102804169,55.285714285714285,0.46756478413567537,23.24840764331211
2020-06-10,Czech Republic,73,0.6816707694531562,55.142857142857146,0.49224366717850004,9.659090909090917
2020-06-11,Czech Republic,31,0.28947662812394304,51.57142857142857,0.4769027398816091,1.9774011299435028
2020-06-12,Czech Republic,83,0.7750503269124928,58.42857142857143,0.49491165453448105,22.822822822822836
2020-06-13,Czech Republic,53,0.49491165453448327,60.57142857142857,0.5075845944753911,25.816023738872392
2020-06-14,Czech Republic,33,0.30815253961581035,56.57142857142857,0.5042496102804147,9.999999999999991
2020-06-15,Czech Republic,40,0.3735182298373459,52.42857142857143,0.5082515913143862,-7.0886075949367084
2020-06-16,Czech Republic,47,0.43888392005888144,51.42857142857143,0.49824663872945735,-6.976744186046507
2020-06-17,Czech Republic,51,0.476235743042616,48.285714285714285,0.4829057114325664,-12.435233160621769
2020-06-18,Czech Republic,118,1.1018787780201704,60.714285714285715,0.5242595154502726,17.728531855955683
2020-06-19,Czech Republic,126,1.1765824239876395,66.85714285714286,0.5849562277988413,14.42542787286064
2020-06-20,Czech Republic,42,0.39219414132921315,65.28571428571429,0.5876242151548222,7.783018867924542
2020-06-21,Czech Republic,50,0.46689778729668235,67.71428571428571,0.5802872499258743,19.69696969696969
2020-06-22,Czech Republic,25,0.23344889364834118,65.57142857142857,0.550939389010083,25.068119891008163
2020-06-23,Czech Republic,127,1.1859203797335731,77,0.5996301582567369,49.722222222222214
2020-06-24,Czech Republic,127,1.1859203797335731,87.85714285714286,0.6356479875624811,81.9526627218935
2020-06-25,Czech Republic,93,0.8684298843718292,84.28571428571429,0.6770017915801871,38.82352941176472
2020-06-26,Czech Republic,168,1.5687765653168526,90.28571428571429,0.7336965228947844,35.042735042735046
2020-06-27,Czech Republic,260,2.427868493942748,121.42857142857143,0.8717648685668032,85.9956236323851
2020-06-28,Czech Republic,305,2.8480765025097625,157.85714285714286,1.0531880087735142,133.12236286919835
2020-06-29,Czech Republic,202,1.8862670606785967,183.14285714285714,1.1612414966907463,179.30283224400873
2020-06-30,Czech Republic,149,1.3913554061441133,186.28571428571428,1.2292751742682628,141.9294990723562
2020-07-01,Czech Republic,92,0.8590919286258956,181.28571428571428,1.2566220446670686,106.34146341463412
2020-07-02,Czech Republic,132,1.2326101584632414,186.85714285714286,1.2659600004130023,121.69491525423727
2020-07-03,Czech Republic,141,1.3166517601766443,183,1.2759649529979311,102.6898734177215
2020-07-04,Czech Republic,121,1.1298926452579714,163.14285714285714,1.3286577032785567,34.35294117647058
2020-07-05,Czech Republic,75,0.7003466809450235,130.28571428571428,1.345332624253438,-17.466063348416295
2020-07-06,Czech Republic,51,0.476235743042616,108.71428571428571,1.362674542067315,-40.6396255850234
2020-07-07,Czech Republic,119,1.111216733766104,104.42857142857143,1.3573385673553529,-43.94171779141104
2020-07-08,Czech Republic,129,1.2045962912254404,109.71428571428571,1.3586725610333434,-39.479905437352244
2020-07-09,Czech Republic,105,0.980485353323033,105.85714285714286,1.3666765231012865,-43.34862385321101
2020-07-10,Czech Republic,82,0.7657123711665591,97.42857142857143,1.3093147949476942,-46.76034348165496
2020-07-11,Czech Republic,114,1.0645269550364358,96.42857142857143,1.2119332564543863,-40.89316987740805
2020-07-12,Czech Republic,59,0.5509393890100852,94.14285714285714,1.047852034061552,-27.741228070175435
2020-07-13,Czech Republic,64,0.5976291677397534,96,0.955806470280206,-11.695137976346908
2020-07-14,Czech Republic,103,0.9618094418311657,93.71428571428571,0.9251246156864241,-10.259917920656642
2020-07-15,Czech Republic,134,1.2512860699551087,94.42857142857143,0.9531384829242251,-13.93229166666666
2020-07-16,Czech Republic,137,1.2792999371929097,99,0.9564734671192013,-6.477732793522271
2020-07-17,Czech Republic,130,1.213934246971374,105.85714285714286,0.9491365018902534,8.65102639296188
2020-07-18,Czech Republic,113,1.0551889992905021,105.71428571428571,0.9438005271782914,9.62962962962962
2020-07-19,Czech Republic,90,0.8404160171340282,110.14285714285714,0.9538054797632203,16.995447647951444
2020-07-20,Czech Republic,153,1.428707229127848,122.85714285714286,1.0218391573407368,27.97619047619048
2020-07-21,Czech Republic,226,2.1103779985810043,140.42857142857142,1.0932078191132297,49.84756097560975
2020-07-22,Czech Republic,246,2.297137113499677,156.42857142857142,1.1712464492756751,65.65809379727683
2020-07-23,Czech Republic,230,2.147729821564739,169.71428571428572,1.2546210541500826,71.42857142857144
2020-07-24,Czech Republic,281,2.6239655646073548,191.28571428571428,1.3873534251101396,80.70175438596489
2020-07-25,Czech Republic,131,1.2232722027173077,193.85714285714286,1.398692371373059,83.3783783783784
2020-07-26,Czech Republic,112,1.0458510435445685,197,1.4340432038398079,78.85862516212711
2020-07-27,Czech Republic,192,1.7928875032192602,202.57142857142858,1.5194187992312014,64.88372093023257
2020-07-28,Czech Republic,283,2.642641476099222,210.71428571428572,1.639478230250348,50.050864699898284
2020-07-29,Czech Republic,294,2.745358989304492,217.57142857142858,1.7461977244895899,39.086757990867596
2020-07-30,Czech Republic,278,2.595951697369554,224.42857142857142,1.8402442787879214,32.239057239057225
2020-07-31,Czech Republic,203,1.8956050164245304,213.28571428571428,1.8889350480345755,11.501120238984317
2020-08-01,Czech Republic,125,1.1672444682417058,212.42857142857142,1.8969390101025188,9.579955784819447
2020-08-02,Czech Republic,101,0.9431335303392984,210.85714285714286,1.9042759753314666,7.034082668600438
2020-08-03,Czech Republic,208,1.9422947951541987,213.14285714285714,1.9409608014762056,5.21861777150916
2020-08-04,Czech Republic,278,2.595951697369554,212.42857142857142,1.9756446371039595,0.8135593220338886
2020-08-05,Czech Republic,243,2.2691232462618762,205.14285714285714,1.9736436465869736,-5.712409717662515
2020-08-06,Czech Republic,202,1.8862670606785967,194.28571428571428,1.9549677350951062,-13.430935709739018
2020-08-07,Czech Republic,329,3.07218744041217,212.28571428571428,1.9869835833668787,-0.46885465505693236
2020-08-08,Czech Republic,175,1.6341422555383882,219.42857142857142,2.0163314442826703,3.2952252858103566
2020-08-09,Czech Republic,118,1.1018787780201704,221.85714285714286,2.020333425316642,5.2168021680216805
2020-08-10,Czech Republic,141,1.3166517601766443,212.28571428571428,1.9863165865278838,-0.4021447721179644
2020-08-11,Czech Republic,289,2.698669210574824,213.85714285714286,1.990318567561855,0.6724949562878355
2020-08-12,Czech Republic,292,2.7266830778126248,220.85714285714286,1.9889845738838647,7.660167130919224
2020-08-13,Czech Republic,326,3.044173573174369,238.57142857142858,2.021000422155637,22.794117647058833
2020-08-14,Czech Republic,292,2.7266830778126248,233.28571428571428,2.0803631408262153,9.892328398384926
2020-08-15,Czech Republic,198,1.848915237694862,236.57142857142858,2.1290539100728694,7.8125000000000115
2020-08-16,Czech Republic,121,1.1298926452579714,237,2.1423938468527743,6.825499034127493
2020-08-17,Czech Republic,190,1.7742115917273928,244,2.1303879037508597,14.939434724091527
2020-08-18,Czech Republic,281,2.6239655646073548,242.85714285714286,2.1323888942678457,13.560454241816966
2020-08-19,Czech Republic,315,2.9414560599690986,246.14285714285714,2.180412666675504,11.448900388098313
2020-08-20,Czech Republic,247,2.306475069245611,234.85714285714286,2.210427524430291,-1.5568862275449136
2020-08-21,Czech Republic,506,4.725005607442426,265.42857142857144,2.328485964932452,13.778322106552368
2020-08-22,Czech Republic,239,2.2317714232781416,271.2857142857143,2.371173762628149,14.673913043478251
2020-08-23,Czech Republic,133,1.241948114209175,273,2.381178715213078,15.189873417721518
2020-08-24,Czech Republic,258,2.409192582450881,282.7142857142857,2.4592173453755235,15.866510538641691
2020-08-25,Czech Republic,367,3.4270297587576484,295,2.5112430988171535,21.470588235294116
2020-08-26,Czech Republic,403,3.7631961656112596,307.57142857142856,2.5852797479456275,24.95647127103888
2020-08-27,Czech Republic,218,2.035674352613535,303.42857142857144,2.5132440893341395,29.19708029197081
2020-08-28,Czech Republic,608,5.677477093527657,318,2.724015090456642,19.806243272335838
2020-08-29,Czech Republic,317,2.960131971460966,329.14285714285717,2.803387714297078,21.32701421800949
2020-08-30,Czech Republic,273,2.5492619186398855,349.14285714285717,2.904771233824357,27.89115646258504
2020-08-31,Czech Republic,251,2.3438268922293455,348.14285714285717,2.945458041003068,23.14300151591714
2020-09-01,Czech Republic,499,4.65963991722089,367,3.090863351904035,24.406779661016948
2020-09-02,Czech Republic,656,6.125698969332473,403.14285714285717,3.3183092740014186,31.072921504876927
2020-09-03,Czech Republic,679,6.340471951488946,469,3.6064519084473714,54.56685499058379
2020-09-04,Czech Republic,797,7.4423507295091165,496,3.800547988594992,55.9748427672956
2020-09-05,Czech Republic,503,4.696991740204624,522.5714285714286,3.976635154089741,58.76736111111109
2020-09-06,Czech Republic,404,3.7725341213571935,541.2857142857143,4.1573912974574565,55.03273322422259
2020-09-07,Czech Republic,560,5.229255217722843,585.4285714285714,4.358824342834025,68.1575707837505
2020-09-08,Czech Republic,1161,10.841366621028964,680,4.888419832996262,85.28610354223433
2020-09-09,Czech Republic,1159,10.822690709537097,751.8571428571429,5.392669443276679,86.49893692416725
2020-09-10,Czech Republic,1377,12.858365062150632,851.5714285714286,6.1657187796721855,81.5717331708803
2020-09-11,Czech Republic,1447,13.512021964365987,944.4285714285714,6.72532912758921,90.40898617511522
2020-09-12,Czech Republic,1541,14.38978980448375,1092.7142857142858,7.541733258519408,109.10333515582288
2020-09-13,Czech Republic,787,7.34897117204978,1147.4285714285713,7.884569633762972,111.98205331221955
2020-09-14,Czech Republic,1034,9.65544624129539,1215.142857142857,8.40682815869626,107.56466569058075
2020-09-15,Czech Republic,1674,15.631737918692926,1288.4285714285713,9.190549444515693,89.47478991596637
2020-09-16,Czech Republic,2136,19.945873473314272,1428,10.177704766228677,89.92969789093672
2020-09-17,Czech Republic,3123,29.16243579455078,1677.4285714285713,11.807845040733095,96.98037242073477
2020-09-18,Czech Republic,2107,19.675072756682194,1771.7142857142858,12.681610899816887,87.59643019210408
2020-09-19,Czech Republic,2044,19.086781544688375,1843.5714285714287,13.709453028708582,68.71486468819454
2020-09-20,Czech Republic,984,9.188548453998708,1871.7142857142858,14.096311195325834,63.122509960159384
2020-09-21,Czech Republic,1474,13.764146769506196,1934.5714285714287,14.705946306167503,59.205266870444405
2020-09-22,Czech Republic,2394,22.35506605576515,2037.4285714285713,15.528353408648657,58.132830690763946
2020-09-23,Czech Republic,2306,21.53332595012299,2061.714285714286,16.293398782976222,44.37775110044018
2020-09-24,Czech Republic,2910,27.173451220666912,2031.2857142857142,17.315904937155956,21.095213762561748
2020-09-25,Czech Republic,2944,27.490941716028658,2150.8571428571427,18.31439920513186,21.399774229962894
2020-09-26,Czech Republic,1976,18.451800553964887,2141.1428571428573,18.6045428300948,16.141030608291363
2020-09-27,Czech Republic,1303,12.167356336951542,2186.714285714286,18.948713199016357,16.82949168065944
2020-09-28,Czech Republic,1286,12.008611089270671,2159.8571428571427,19.11679640244316,11.645251809186218
2020-09-29,Czech Republic,1960,18.30239326202995,2097.8571428571427,19.307557498395802,2.9659234328986073
2020-09-30,Czech Republic,2920,27.26683077812625,2185.5714285714284,19.83048302016809,6.007483370288239
2020-10-01,Czech Republic,3492,32.6081414648003,2268.714285714286,20.07660485375734,11.688585695196574
2020-10-02,Czech Republic,3796,35.446880011564126,2390.4285714285716,21.20316251482033,11.138416578108412
2020-10-03,Czech Republic,2554,23.849138975114535,2473,21.543330902707915,15.49906591940218
2020-10-04,Czech Republic,1841,17.191176528263846,2549.8571428571427,22.114947193726856,16.606781211210546
2020-10-05,Czech Republic,3120,29.134421927312978,2811.8571428571427,23.212823990713055,30.187181691910844
2020-10-06,Czech Republic,4456,41.60993080388033,3168.4285714285716,24.58817147272128,51.03166496424925
2020-10-07,Czech Republic,5338,49.84600777179381,3513.8571428571427,26.61050588855491,60.77521406627884
2020-10-08,Czech Republic,5397,50.39694716080389,3786,28.26932702713612,66.87866003400289
2020-10-09,Czech Republic,8617,80.46516466271024,4474.714285714285,32.053200094756235,87.19297197155319
2020-10-10,Czech Republic,4631,43.24407305941872,4771.428571428572,33.82407670228865,92.94090462711571
2020-10-11,Czech Republic,3105,28.994352591123974,4952,35.026005006158115,94.20695837301811
2020-10-12,Czech Republic,4311,40.255927220719954,5122.142857142857,37.043670444118774,82.16227201138038
2020-10-13,Czech Republic,8326,77.74781954064355,5675,41.28977232116261,79.11087064340141
2020-10-14,Czech Republic,9543,89.1121116834448,6275.714285714285,45.70729238582822,78.5990161401797
2020-10-15,Czech Republic,9720,90.76492985047506,6893.285714285715,49.8613486990907,82.07305109048374
2020-10-16,Czech Republic,11102,103.66998469135535,7248.285714285715,54.73442760479007,61.983207227915614
2020-10-17,Czech Republic,8715,81.38028432581173,7831.714285714285,58.84379512983987,64.13772455089818
2020-10-18,Czech Republic,5058,47.23138016293239,8110.714285714285,60.98952396088762,63.786637433648735
2020-10-19,Czech Republic,8077,75.42266855990607,8648.714285714286,64.29582729178712,68.84953284060802
2020-10-20,Czech Republic,11984,111.90606165926883,9171.285714285714,69.31697949574345,61.60855884203901
2020-10-21,Czech Republic,14969,139.77985956088077,9946.42857142857,75.74082605210681,58.49078078761666
2020-10-22,Czech Republic,14150,132.1320738049611,10579.285714285714,81.57904938383231,53.47232296437525
2020-10-23,Czech Republic,15258,142.4785287714556,11173,86.00857539159985,54.146793330442655
2020-10-24,Czech Republic,12474,116.48165997477632,11710,91.23983159983968,49.52026558680822
2020-10-25,Czech Republic,7300,68.16707694531563,12030.285714285714,94.03788333942478,48.3258476442096
2020-10-26,Czech Republic,10273,95.92881937797635,12344,98.01451849351453,42.72641680844385
2020-10-27,Czech Republic,15663,146.2604008485587,12869.57142857143,102.90827430122276,40.32461564821883
2020-10-28,Czech Republic,12980,121.20666558221873,12585.42857142857,105.20074243684948,26.532136445242372
2020-10-29,Czech Republic,13055,121.90701226316376,12429,107.42517689489866,17.48430220781852
2020-10-30,Czech Republic,13605,127.04288792342727,12192.857142857143,109.09466998290381,9.127872038460065
2020-10-31,Czech Republic,11429,106.72349622027565,12043.57142857143,110.90489940393694,2.848603147492992
2020-11-01,Czech Republic,6542,61.08890648989792,11935.285714285714,111.8947227130059,-0.7896736807105876
2020-11-02,Czech Republic,9252,86.3947665613781,11789.42857142857,112.67844399882533,-4.492639570410153
2020-11-03,Czech Republic,12089,112.88654701259186,11278.857142857143,112.74847866691984,-12.360273957396743
2020-11-04,Czech Republic,15731,146.8953818392822,11671.857142857143,113.25673025823423,-7.258961610933271
2020-11-05,Czech Republic,13229,123.53181656295622,11696.714285714286,112.6424261695196,-5.8917508591657715
2020-11-06,Czech Republic,11552,107.87206477702549,11403.42857142857,110.17053588420315,-6.4745166959578295
2020-11-07,Czech Republic,7723,72.11703222584556,10874,107.00163390213667,-9.71116778364273
2020-11-08,Czech Republic,3608,33.6913443313286,10454.857142857143,104.53908157256618,-12.403796665350036
2020-11-09,Czech Republic,2353,21.97220987018187,9469.285714285714,99.25646660772371,-19.67985846884618
2020-11-10,Czech Republic,12699,118.58270001761139,9556.42857142857,97.27948797694175,-15.271304083493778
2020-11-11,Czech Republic,8925,83.3412550324578,8584.142857142857,94.57481579481598,-26.454352961335573
2020-11-12,Czech Republic,7870,73.48971172049781,7818.571428571428,91.11643718462555,-33.15583130793752
2020-11-13,Czech Republic,7355,68.68066451134197,7219,86.94770694090518,-36.694477851272794
2020-11-14,Czech Republic,4199,39.21007617717538,6715.571428571428,82.12531979496944,-38.24194014556347
2020-11-15,Czech Republic,1887,17.620722492576792,6469.714285714285,79.02044950944651,-38.117621337997385
2020-11-16,Czech Republic,5407,50.49032671826323,6906,76.45584666350973,-27.069472731387187
2020-11-17,Czech Republic,4246,39.648960097234266,5698.428571428572,71.2245904552699,-40.370730248897516
2020-11-18,Czech Republic,5515,51.49882593882406,5211.285714285715,64.41055074809432,-39.29171728602572
2020-11-19,Czech Republic,6471,60.42591163193663,5011.428571428572,59.90298611016435,-35.90352640233875
2020-11-20,Czech Republic,5808,54.23484697238262,4790.428571428572,56.07175626697557,-33.641382858725976
2020-11-21,Czech Republic,3187,29.76006496229053,4645.857142857143,53.04625860529307,-30.819630283562716
2020-11-22,Czech Republic,1513,14.128327043597608,4592.428571428572,51.648900227598,-29.016516516516507
2020-11-23,Czech Republic,4375,40.85355638845971,4445,52.997567836046414,-35.63567911960614
2020-11-24,Czech Republic,5896,55.05658707802478,4680.714285714285,48.459988340361654,-17.85956027977639
2020-11-25,Czech Republic,2681,25.03505935484811,4275.857142857143,44.29526007767525,-17.950053455412704
2020-11-26,Czech Republic,6305,58.875810978111645,4252.142857142857,43.25141002464767,-15.151083238312435
2020-11-27,Czech Republic,4464,41.6846344498478,4060.1428571428573,41.323122163112366,-15.244684340798614
2020-11-28,Czech Republic,2665,24.88565206291317,3985.5714285714284,40.299949012093634,-14.212355093631814
2020-11-29,Czech Republic,1074,10.028964471132737,3922.8571428571427,39.75768058199049,-14.579898590848297
2020-11-30,Czech Republic,3575,33.38319179171279,3808.5714285714284,38.53574237295118,-14.317853125502173
2020-12-01,Czech Republic,5176,48.333258940952554,3705.714285714286,39.156049433216765,-20.830154127880352
2020-12-02,Czech Republic,4568,42.6557818474249,3975.285714285714,38.52440342668825,-7.029501186061282
2020-12-03,Czech Republic,4621,43.15069350195938,3734.714285714286,37.29045927454702,-12.168654459936159
2020-12-04,Czech Republic,4743,44.28992410296329,3774.5714285714284,36.58010764101707,-7.033531543576941
2020-12-05,Czech Republic,1773,16.556195537540358,3647.1428571428573,35.63697411067777,-8.491343775762564
2020-12-06,Czech Republic,2654,24.7829345497079,3872.8571428571427,36.39801750397136,-1.2745812090313184
2020-01-23,Denmark,0,0,3362.1428571428573,33.4799063333671,NA
2020-01-24,Denmark,0,0,2622.714285714286,29.547292970651046,NA
2020-01-25,Denmark,0,0,1970.142857142857,27.759074445304748,NA
2020-01-26,Denmark,0,0,1310,23.55365937543963,NA
2020-01-27,Denmark,0,0,632.4285714285714,20.576185486164793,NA
2020-01-28,Denmark,0,0,379.14285714285717,18.79863891024242,NA
2020-01-29,Denmark,0,0,0,18.08228430516151,NA
2020-01-30,Denmark,0,0,0,15.697770605753453,-100
2020-01-31,Denmark,0,0,0,12.245394967113985,-100
2020-02-01,Denmark,0,0,0,9.198553406583637,-100
2020-02-02,Denmark,0,0,0,6.116361013586537,-100
2020-02-03,Denmark,0,0,0,2.9527950062320163,-100
2020-02-04,Denmark,0,0,0,1.7702096106934193,-100
2020-02-05,Denmark,0,0,0,-2.093563417864581e-15,NaN
2020-02-06,Denmark,0,0,0,-2.093563417864581e-15,NaN
